ticker,name,sector,weight_pct,method
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,0.01751,none
MDXG,MIMEDX GROUP,Health Care,0.01747,fcff
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,0.01746,fcff
ARVN,ARVINAS,Health Care,0.01743,fcff
AKTS,AKTIS ONCOLOGY INC,Health Care,0.01739,fcff
DRUG,BRIGHT MINDS BIOSCIENCES,Health Care,0.01734,fcff
XMAX,XMAX INC,Consumer Discretionary,0.01734,fcff
AQST,AQUESTIVE THERAPEUTICS,Health Care,0.01733,fcff
GDYN,GRID DYNAMICS HOLDINGS CLASS A,Information Technology,0.01731,fcff
GEFB,GREIF INC CLASS B,Materials,0.01725,fcff
RYAM,RAYONIER ADVANCED MATERIALS,Materials,0.01719,fcff
HNST,THE HONEST COMPANY,Consumer Staples,0.01713,fcff
WNC,WABASH NATIONAL,Industrials,0.01713,fcff
MOV,MOVADO GROUP INC,Consumer Discretionary,0.01712,fcff
ALLO,ALLOGENE THERAPEUTICS,Health Care,0.01711,fcff
KELYA,KELLY SERVICES INC CLASS A,Industrials,0.01704,fcff
NXDR,NEXTDOOR HOLDINGS CLASS A,Communication,0.01701,fcff
TCMD,TACTILE SYSTEMS TECHNOLOGY,Health Care,0.01698,fcff
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,0.01697,fcff
BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,0.0169,none
CERS,CERUS CORP,Health Care,0.01682,fcff
EVH,EVOLENT HEALTH CLASS A,Health Care,0.01682,fcff
HBCP,HOME BANCORP INC,Financials,0.01677,book
URG,UR ENERGY INC,Energy,0.01674,fcff
EOLS,EVOLUS INC,Health Care,0.01673,fcff
RRBI,RED RIVER BANCSHARES INC,Financials,0.01667,book
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Communication,0.01665,fcff
BSRR,SIERRA BANCORP,Financials,0.01665,book
RPC,RIDGEPOST CAPITAL INC CLASS A,Financials,0.01664,book
NMAX,NEWSMAX CLASS B,Communication,0.01663,fcff
CAPR,CAPRICOR THERAPEUTICS,Health Care,0.01645,fcff
AHRT,AH REALTY INC,Real Estate,0.01643,none
CMCO,COLUMBUS MCKINNON CORP,Industrials,0.01637,fcff
RGR,STURM RUGER,Consumer Discretionary,0.01634,fcff
CLYM,CLIMB BIO INC,Health Care,0.01632,fcff
MNPR,MONOPAR THERAPEUTICS,Health Care,0.01627,fcff
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,0.01624,book
COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,0.01623,book
JCAP,JEFFERSON CAPITAL INC,Financials,0.0161,book
YORW,YORK WATER,Utilities,0.01605,fcff
NVEC,NVE CORP,Information Technology,0.01591,fcff
CTGO,CONTANGO SILVER AND GOLD INC,Materials,0.01585,fcff
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,0.01584,book
HSHP,HIMALAYA SHIPPING LTD,Industrials,0.01571,fcff
OBT,ORANGE COUNTY BANCORP INC,Financials,0.01568,book
CSV,CARRIAGE SERVICES INC,Consumer Discretionary,0.01568,fcff
CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology,0.01566,fcff
GSM,FERROGLOBE PLC,Materials,0.01566,fcff
IDR,IDAHO STRATEGIC RESOURCES INC,Materials,0.01566,fcff
OIS,OIL STATES INTERNATIONAL,Energy,0.01565,fcff
TBLA,TABOOLA.COM LTD,Communication,0.01564,fcff
WEAV,WEAVE COMMUNICATIONS,Information Technology,0.01563,fcff
CRML,CRITICAL METALS CORP,Materials,0.01557,fcff
NRGV,ENERGY VAULT HOLDINGS,Industrials,0.01556,fcff
TIPT,TIPTREE INC,Financials,0.01547,book
WRLD,WORLD ACCEPTANCE CORP,Financials,0.01541,book
XRN,CHIRON REAL ESTATE INC,Real Estate,0.01535,none
DDD,3D SYSTEMS CORP,Industrials,0.01531,fcff
OABI,OMNIAB INC,Health Care,0.0153,fcff
WTBA,WEST BANCORPORATION INC,Financials,0.01526,book
SLDP,SOLID POWER CLASS A,Consumer Discretionary,0.0152,fcff
ARHS,ARHAUS CLASS A,Consumer Discretionary,0.01519,fcff
SB,SAFE BULKERS INC,Industrials,0.01519,fcff
DCTH,DELCATH SYS INC,Health Care,0.01515,fcff
ATLC,ATLANTICUS HOLDINGS CORP,Financials,0.01512,book
STLN,STARLING ONCOLOGY,Health Care,0.01512,fcff
DSGN,DESIGN THERAPEUTICS,Health Care,0.01511,fcff
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,0.01511,none
PKOH,PARK OHIO HOLDINGS CORP,Industrials,0.01506,fcff
CPS,COOPER STANDARD HOLDINGS,Consumer Discretionary,0.01505,fcff
RGNX,REGENXBIO,Health Care,0.01503,fcff
RBB,RBB BANCORP,Financials,0.01494,book
HTLD,HEARTLAND EXPRESS INC,Industrials,0.01489,fcff
BWB,BRIDGEWATER BANCSHARES INC,Financials,0.01487,book
GRPN,GROUPON,Consumer Discretionary,0.01487,fcff
CCOI,COGENT COMMUNICATIONS HOLDINGS,Communication,0.01484,fcff
REAX,REAL REMAX GROUP,Real Estate,0.0148,none
BTBT,BIT DIGITAL,Information Technology,0.01479,fcff
AEBI,AEBI SCHMIDT HOLDING AG,Industrials,0.01472,fcff
SATL,SATELLOGIC CLASS A,Industrials,0.01468,fcff
LMB,LIMBACH HOLDINGS INC,Industrials,0.01465,fcff
UNTY,UNITY BANCORP INC,Financials,0.01459,book
SD,SANDRIDGE ENERGY INC,Energy,0.01449,fcff
BWFG,BANKWELL FINANCIAL GROUP INC,Financials,0.01449,book
ASPI,ASP ISOTOPES,Materials,0.01446,fcff
ITIC,INVESTORS TITLE,Financials,0.01441,book
HYLN,HYLIION HOLDINGS CORP,Industrials,0.0144,fcff
PHAT,PHATHOM PHARMACEUTICALS,Health Care,0.01438,fcff
CZNC,CITIZENS AND NORTHERN CORP,Financials,0.01434,book
LXFR,LUXFER HOLDINGS PLC,Industrials,0.0143,fcff
CBAN,COLONY BANKCORP INC,Financials,0.01427,book
CWCO,CONSOLIDATED WATER LTD,Utilities,0.01421,fcff
ASIX,ADVANSIX,Materials,0.01417,fcff
AEVA,AEVA TECHNOLOGIES,Information Technology,0.01415,fcff
OCGN,OCUGEN,Health Care,0.0141,fcff
DIN,DINE BRANDS GLOBAL,Consumer Discretionary,0.01404,fcff
CLPT,CLEARPOINT NEURO INC,Health Care,0.01403,fcff
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,0.01397,none
CENT,CENTRAL GARDEN AND PET,Consumer Staples,0.01392,fcff
GTN,GRAY MEDIA INC,Communication,0.01392,fcff
LOCO,EL POLLO LOCO INC,Consumer Discretionary,0.01389,fcff
CTNM,CONTINEUM THERAPEUTICS CLASS A,Health Care,0.01389,fcff
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,0.01382,book
CMCL,CALEDONIA MINING PLC,Materials,0.01379,fcff
PLBC,PLUMAS BANCORP,Financials,0.01377,book
CBNK,CAPITAL BANCORP INC,Financials,0.01374,book
FPI,FARMLAND PARTNERS INC,Real Estate,0.01373,none
DGICA,DONEGAL GROUP INC CLASS A,Financials,0.0137,book
TATT,TAT TECHNOLOGIES LTD,Industrials,0.01367,fcff
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,0.01365,none
BFS,SAUL CENTERS REIT INC,Real Estate,0.01362,none
KRT,KARAT PACKAGING INC,Industrials,0.0136,fcff
IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials,0.0136,book
STTK,SHATTUCK LABS INC,Health Care,0.01357,fcff
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,0.01347,fcff
AMCX,AMC GLOBAL MEDIA CLASS A,Communication,0.01343,fcff
FRST,PRIMIS FINANCIAL CORP,Financials,0.01339,book
CAL,CALERES INC,Consumer Discretionary,0.01337,fcff
OVID,OVID THERAPEUTICS,Health Care,0.01332,fcff
PRTA,PROTHENA PLC,Health Care,0.01331,fcff
DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,0.01327,fcff
NGNE,NEUROGENE,Health Care,0.01327,fcff
GRND,GRINDR INC,Communication,0.01326,fcff
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,0.01325,fcff
IPI,INTREPID POTASH INC,Materials,0.01324,fcff
AGNT,AGNT,Real Estate,0.0132,none
ACCO,ACCO BRANDS CORP,Industrials,0.01317,fcff
FEIM,FREQUENCY ELECTRONICS INC,Information Technology,0.01309,fcff
MAGN,MAGNERA,Materials,0.01309,fcff
PBYI,PUMA BIOTECHNOLOGY INC,Health Care,0.01306,fcff
VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,0.01298,fcff
CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary,0.01292,fcff
RLMD,RELMADA THERAPEUTICS INC,Health Care,0.01291,fcff
MAX,MEDIAALPHA CLASS A,Communication,0.0129,fcff
BMRC,BANK OF MARIN BANCORP,Financials,0.0129,book
ISTR,INVESTAR HOLDING CORP,Financials,0.0129,book
SRTA,STRATA CRITICAL MEDICAL CLASS A,Health Care,0.01288,fcff
KIDS,ORTHOPEDIATRICS CORP,Health Care,0.01287,fcff
FNLC,FIRST BANCORP INC,Financials,0.01286,book
SPIR,SPIRE GLOBAL CLASS A,Industrials,0.01285,fcff
PKBK,PARKE BANCORP INC,Financials,0.01284,book
FRBA,FIRST BANK,Financials,0.01281,book
BATRA,ATLANTA BRAVES HOLDINGS SERIES A,Communication,0.01281,fcff
ERII,ENERGY RECOVERY,Industrials,0.0128,fcff
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,0.01278,book
PDLB,PONCE FINANCIAL GROUP INC,Financials,0.01277,book
CTEV,CLARITEV CORP CLASS A,Health Care,0.01276,fcff
NVCT,NUVECTIS PHARMA INC,Health Care,0.01271,fcff
IBEX,IBEX LTD,Industrials,0.0127,fcff
SVV,SAVERS VALUE VILLAGE,Consumer Discretionary,0.01268,fcff
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,0.01266,fcff
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care,0.01261,fcff
AIOT,POWERFLEET,Information Technology,0.01254,fcff
NGS,NATURAL GAS SERVICES GROUP,Energy,0.01253,fcff
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,0.01252,fcff
VITL,VITAL FARMS INC,Consumer Staples,0.0125,fcff
FWRD,FORWARD AIR CORP,Industrials,0.01249,fcff
GEVO,GEVO,Energy,0.01246,fcff
TTAM,TITAN AMERICA SA,Materials,0.01244,fcff
FLGT,FULGENT GENETICS,Health Care,0.01235,fcff
FIP,FTAI INFRASTRUCTURE,Industrials,0.01232,fcff
CRNC,CERENCE,Information Technology,0.01226,fcff
ENTA,ENANTA PHARMACEUTICALS INC,Health Care,0.01226,fcff
CCCC,C4 THERAPEUTICS,Health Care,0.01224,fcff
OFIX,ORTHOFIX MEDICAL,Health Care,0.01224,fcff
TWI,TITAN INTERNATIONAL INC,Industrials,0.0122,fcff
XRX,XEROX HOLDINGS CORP,Information Technology,0.01218,fcff
NPCE,NEUROPACE,Health Care,0.01215,fcff
MVBF,MVB FINANCIAL CORP,Financials,0.01211,book
TITN,TITAN MACHINERY INC,Industrials,0.0121,fcff
ALMR,ALAMAR BIOSCIENCES INC,Health Care,0.01209,fcff
AVIR,ATEA PHARMACEUTICALS,Health Care,0.01205,fcff
HY,HYSTER YALE INC CLASS A,Industrials,0.01203,fcff
CZFS,CITIZENS FINANCIAL SERVICES INC,Financials,0.01201,book
SFIX,STITCH FIX CLASS A,Consumer Discretionary,0.01195,fcff
IBTA,IBOTTA CLASS A,Communication,0.01195,fcff
NUAI,NEW ERA ENERGY AND DIGITAL INC,Energy,0.01188,fcff
IIIV,I3 VERTICALS CLASS A,Information Technology,0.01188,fcff
TSBK,TIMBERLAND BANCORP INC,Financials,0.01183,book
FSTR,LB FOSTER,Industrials,0.01181,fcff
LAND,GLADSTONE LAND REIT CORP,Real Estate,0.01176,none
CBIO,CRESCENT BIOPHARMA,Health Care,0.01175,fcff
TECX,TECTONIC THERAPEUTIC,Health Care,0.01173,fcff
RZLT,REZOLUTE,Health Care,0.01169,fcff
NECB,NORTHEAST COMMUNITY BANCORP INC,Financials,0.01169,book
FVR,FRONTVIEW REIT,Real Estate,0.01167,none
ORN,ORION GROUP INC,Industrials,0.01161,fcff
GENB,GENERATE BIOMEDICINES INC,Health Care,0.0116,fcff
SPRY,ARS PHARMACEUTICALS,Health Care,0.0116,fcff
NPB,NORTHPOINTE BANCSHARES INC,Financials,0.01159,book
CRCT,CRICUT INC CLASS A,Consumer Discretionary,0.01159,fcff
NEWT,NEWTEKONE,Financials,0.01155,book
NWFL,NORWOOD FINANCIAL CORP,Financials,0.01155,book
BELFA,BEL FUSE CLASS A,Information Technology,0.01154,fcff
BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,0.01154,fcff
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,0.01152,fcff
SWIM,LATHAM GROUP INC,Consumer Discretionary,0.01146,fcff
RMR,RMR GROUP CLASS A,Real Estate,0.0114,none
YSWY,YESWAY INC CLASS A,Consumer Staples,0.01136,fcff
SERV,SERVE ROBOTICS,Consumer Discretionary,0.01135,fcff
FENC,FENNEC PHARMACEUTICALS,Health Care,0.01132,fcff
ULCC,FRONTIER GROUP HOLDINGS,Industrials,0.01128,fcff
WLTH,WEALTHFRONT,Financials,0.01126,book
MRAM,EVERSPIN TECHNOLOGIES INC,Information Technology,0.01123,fcff
FWDI,FORWARD INDUSTRIES INC,Information Technology,0.01122,fcff
RCKT,ROCKET PHARMACEUTICALS,Health Care,0.01121,fcff
WTI,W AND T OFFSHORE,Energy,0.01118,fcff
CABA,CABALETTA BIO,Health Care,0.01118,fcff
OEC,ORION SA,Materials,0.01115,fcff
SENS,SENSEONICS HOLDINGS INC,Health Care,0.01112,fcff
BCML,BAYCOM CORP,Financials,0.01112,book
EYPT,EYEPOINT INC,Health Care,0.01109,fcff
PRME,PRIME MEDICINE,Health Care,0.01109,fcff
AII,AMERICAN INTEGRITY INSURANCE GROUP,Financials,0.01108,book
KYTX,KYVERNA THERAPEUTICS,Health Care,0.01101,fcff
FTK,FLOTEK INDUSTRIES INC,Materials,0.011,fcff
LXEO,LEXEO THERAPEUTICS,Health Care,0.01099,fcff
STRZ,STARZ ENTERTAINMENT,Communication,0.01099,fcff
PCB,PCB BANCORP,Financials,0.01097,book
CTRN,CITI TRENDS INC,Consumer Discretionary,0.01092,fcff
WSBF,WATERSTONE FINANCIAL INC,Financials,0.01091,book
IHRT,IHEARTMEDIA CLASS A,Communication,0.01087,fcff
RR,RICHTECH ROBOTICS CLASS B,Industrials,0.01086,fcff
BIOA,BIOAGE LABS,Health Care,0.01082,fcff
SGHT,SIGHT SCIENCES,Health Care,0.01078,fcff
CLFD,CLEARFIELD INC,Information Technology,0.01077,fcff
TREE,LENDINGTREE,Financials,0.01073,book
DNA,GINKGO BIOWORKS HOLDINGS CLASS A,Health Care,0.01067,fcff
STRT,STRATTEC SECURITY CORP,Consumer Discretionary,0.01066,fcff
ABAT,AMERICAN BATTERY TECHNOLOGY COMPAN,Materials,0.01065,fcff
ASPN,ASPEN AEROGELS,Materials,0.01065,fcff
NRDS,NERDWALLET CLASS A,Financials,0.01064,book
AURA,AURA BIOSCIENCES,Health Care,0.01061,fcff
MNRO,MONRO,Consumer Discretionary,0.0106,fcff
TRC,TEJON RANCH,Real Estate,0.01055,none
FVCB,FVCBANKCORP INC,Financials,0.01053,book
RCKY,ROCKY BRANDS INC,Consumer Discretionary,0.01052,fcff
VOXR,VOX ROYALTY CORP,Materials,0.01048,fcff
QUAD,QUAD GRAPHICS INC CLASS A,Industrials,0.01046,fcff
CHMG,CHEMUNG FINANCIAL CORP,Financials,0.01045,book
KRUS,KURA SUSHI USA,Consumer Discretionary,0.01044,fcff
DSGR,DISTRIBUTION SOLUTIONS GROUP,Industrials,0.01041,fcff
MH,MCGRAW HILL,Consumer Discretionary,0.0104,fcff
CLW,CLEARWATER PAPER CORP,Materials,0.01039,fcff
GCO,GENESCO INC,Consumer Discretionary,0.01035,fcff
ATLO,AMES NATIONAL CORP,Financials,0.01035,book
ARKO,ARKO,Consumer Discretionary,0.01032,fcff
MPTI,M TRON INDUSTRIES INC,Information Technology,0.01028,fcff
RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,0.01026,fcff
ZURA,ZURA BIO LTD CLASS A,Health Care,0.01022,fcff
ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,0.01022,fcff
PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials,0.01021,fcff
EDIT,EDITAS MEDICINE,Health Care,0.0102,fcff
OPRT,OPORTUN FINANCIAL CORP,Financials,0.01019,book
STRO,SUTRO BIOPHARMA INC,Health Care,0.01019,fcff
CMPX,COMPASS THERAPEUTICS,Health Care,0.01017,fcff
SLP,SIMULATIONS PLUS,Health Care,0.01013,fcff
PSIX,POWER SOLUTIONS INTERNATIONAL,Industrials,0.0101,fcff
EMBC,EMBECTA,Health Care,0.0101,fcff
CVEO,CIVEO CORP,Industrials,0.01009,fcff
CATX,PERSPECTIVE THERAPEUTICS,Health Care,0.01008,fcff
NEXN,NEXXEN INTERNATIONAL LTD,Communication,0.01004,fcff
PTLO,PORTILLO S INC CLASS A,Consumer Discretionary,0.01003,fcff
EBS,EMERGENT BIOSOLUTIONS,Health Care,0.01001,fcff
AVEX,AEVEX CORP CLASS A,Industrials,0.01001,fcff
TBI,TRUEBLUE INC,Industrials,0.00997,fcff
MG,MISTRAS GROUP INC,Industrials,0.00996,fcff
RM,REGIONAL MANAGEMENT CORP,Financials,0.00996,book
MASS,908 DEVICES,Information Technology,0.00995,fcff
RMNI,RIMINI STREET INC,Information Technology,0.00986,fcff
XFOR,X4 PHARMACEUTICALS INC,Health Care,0.00985,fcff
GNE,GENIE ENERGY LTD CLASS B,Utilities,0.00983,fcff
ACIC,AMERICAN COASTAL INSURANCE CORP,Financials,0.00981,book
FSBW,FS BANCORP INC,Financials,0.00975,book
ALTO,ALTO INGREDIENTS INC,Materials,0.00971,fcff
VGZ,VISTA GOLD CORP,Materials,0.0097,fcff
MEC,MAYVILLE ENGINEERING COMPANY INC,Industrials,0.00969,fcff
FUBO,FUBOTV CLASS A,Communication,0.00968,fcff
CBK,COMMERCIAL BANCGROUP INC,Financials,0.00966,book
FCCO,FIRST COMMUNITY CORP,Financials,0.00965,book
RXT,RACKSPACE TECHNOLOGY INC,Information Technology,0.00963,fcff
BOBS,BOBS DISCOUNT FURNITURE INC,Consumer Discretionary,0.0096,fcff
FNKO,FUNKO CLASS A,Consumer Discretionary,0.0096,fcff
NABL,N ABLE INC,Information Technology,0.0096,fcff
AVBC,AVIDIA BANCORP INC,Financials,0.00953,book
PINE,ALPINE INCOME PROPERTY TRUST INC,Real Estate,0.00951,none
CRDA,CRAWFORD CLASS A,Financials,0.00948,book
NXH,NEIGHBORHOOD INTELLIGENCE,Consumer Discretionary,0.00948,fcff
WEST,WESTROCK COFFEE,Consumer Staples,0.00947,fcff
JMSB,JOHN MARSHALL BANCORP INC,Financials,0.00945,book
BOC,BOSTON OMAHA CORP CLASS A,Communication,0.00941,fcff
VMD,VIEMED HEALTHCARE INC,Health Care,0.0094,fcff
IA,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,0.00938,fcff
MTRX,MATRIX SERVICE,Industrials,0.00936,fcff
MYGN,MYRIAD GENETICS,Health Care,0.00935,fcff
ATNI,ATN INTERNATIONAL INC,Communication,0.00935,fcff
FRD,FRIEDMAN INDUSTRIES INC,Materials,0.00934,fcff
ABX,ABACUS GLOBAL MANAGEMENT INC CLASS,Financials,0.0093,book
JACK,JACK IN THE BOX INC,Consumer Discretionary,0.00928,fcff
RLGT,RADIANT LOGISTIC INC,Industrials,0.00926,fcff
JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,0.00924,fcff
PANL,PANGAEA LOGISTICS SOLUTIONS,Industrials,0.00922,fcff
TDUP,THREDUP CLASS A,Consumer Discretionary,0.00921,fcff
BLND,BLEND LABS CLASS A,Information Technology,0.00921,fcff
ZIP,ZIPRECRUITER INC CLASS A,Communication,0.00919,fcff
XPER,XPERI INC,Information Technology,0.00915,fcff
FLXS,FLEXSTEEL INDUSTRIES INC,Consumer Discretionary,0.00914,fcff
PALI,PALISADE BIO INC,Health Care,0.00913,fcff
VNDA,VANDA PHARMACEUTICALS INC,Health Care,0.0091,fcff
FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,0.00907,book
SPCE,VIRGIN GALACTIC HOLDINGS INC SHS C,Industrials,0.00904,fcff
LILA,LIBERTY LATIN AMERICA CLASS A,Communication,0.00897,fcff
CNDT,CONDUENT,Industrials,0.00893,fcff
DNUT,KRISPY KREME,Consumer Discretionary,0.0089,fcff
RXST,RXSIGHT,Health Care,0.00888,fcff
IKT,INHIBIKASE THERAPEUTICS,Health Care,0.00888,fcff
NKSH,NATIONAL BANKSHARES INC,Financials,0.00887,book
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care,0.00885,fcff
FUNC,FIRST UNITED CORP,Financials,0.00884,book
BGS,B AND G FOODS INC,Consumer Staples,0.00882,fcff
BMBL,BUMBLE CLASS A,Communication,0.00881,fcff
SMC,SUMMIT MIDSTREAM CORP,Energy,0.0088,fcff
TLS,TELOS CORPORATION CORP,Information Technology,0.0088,fcff
GRNT,GRANITE RIDGE RESOURCES,Energy,0.00877,fcff
HTZ,HERTZ GLOBAL HLDGS INC,Industrials,0.00874,fcff
BH,BIGLARI HOLDINGS INCINARY CLASS B,Consumer Discretionary,0.0087,fcff
FOSL,FOSSIL GROUP INC,Consumer Discretionary,0.0087,fcff
ARDT,ARDENT HEALTH INC,Health Care,0.00865,fcff
ABEO,ABEONA THERAPEUTICS INC,Health Care,0.0086,fcff
EGHT,8X8 INC,Information Technology,0.0086,fcff
CFFI,C AND F FINANCIAL CORP,Financials,0.00859,book
USCB,USCB FINANCIAL HOLDINGS INC CLASS,Financials,0.00858,book
MYFW,FIRST WESTERN FINANCIAL INC,Financials,0.00856,book
AGEN,AGENUS INC,Health Care,0.00848,fcff
RC,READY CAPITAL CORP,Financials,0.00847,book
LRMR,LARIMAR THERAPEUTICS,Health Care,0.00847,fcff
FDBC,FIDELITY D AND D BANCORP INC,Financials,0.00846,book
FXNC,FIRST NATIONAL CORP,Financials,0.00843,book
IMRX,IMMUNEERING CLASS A,Health Care,0.00834,fcff
LCNB,LCNB CORP,Financials,0.00833,book
CLNE,CLEAN ENERGY FUELS,Energy,0.00832,fcff
SGP,SPYGLASS PHARMA SHS,Health Care,0.00831,fcff
RPAY,REPAY HOLDINGS CORP CLASS A,Financials,0.0083,book
HCKT,HACKETT GROUP,Information Technology,0.0083,fcff
REI,RING ENERGY INC,Energy,0.00829,fcff
BRBS,BLUE RIDGE BANKSHARES INC,Financials,0.00827,book
SHOE,SHOE STATION GROUP INC,Consumer Discretionary,0.00827,fcff
KINS,KINGSTONE COMPANIES INC,Financials,0.00825,book
NRC,NRC HEALTH,Health Care,0.00823,fcff
OVLY,OAK VALLEY BANCORP,Financials,0.00822,book
LTBR,LIGHTBRIDGE CORP,Energy,0.00821,fcff
OSS,ONE STOP SYSTEMS INC,Information Technology,0.00821,fcff
ONIT,ONITY GROUP INC,Financials,0.00818,book
FBYD,FALCON S BEYOND GLOBAL INC CLASS A,Industrials,0.00818,fcff
PLAY,DAVE AND BUSTERS ENTERTAINMENT,Consumer Discretionary,0.00817,fcff
BNTC,BENITEC BIOPHARMA INC,Health Care,0.00815,fcff
GCBC,GREENE COUNTY BANCORP INC,Financials,0.00814,book
NATH,NATHANS FAMOUS INC,Consumer Discretionary,0.00813,fcff
BSVN,BANK7 CORP,Financials,0.0081,book
DUOT,DUOS TECHNOLOGIES GROUP INC,Information Technology,0.00808,fcff
ISBA,ISABELLA BANK CORP,Financials,0.00807,book
ASIC,ATEGRITY SPECIALTY INSURANCE COMPA,Financials,0.00805,book
AVBH,AVIDBANK HOLDINGS INC,Financials,0.00804,book
ANIK,ANIKA THERAPEUTICS INC,Health Care,0.00804,fcff
HLLY,HOLLEY,Consumer Discretionary,0.00802,fcff
WEYS,WEYCO GROUP INC,Consumer Discretionary,0.00799,fcff
ELDN,ELEDON PHARMACEUTICALS INC,Health Care,0.00799,fcff
MGPI,MGP INGREDIENTS,Consumer Staples,0.00797,fcff
WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,0.00792,fcff
NUS,NU SKIN ENTERPRISES CLASS A,Consumer Staples,0.00792,fcff
MGNX,MACROGENICS INC,Health Care,0.0079,fcff
FRPH,FRP HOLDINGS INC,Real Estate,0.0079,none
FNRN,FIRST NORTHERN COMMUNITY BANCORP,Financials,0.00786,book
BKKT,BAKKT INC CLASS A,Financials,0.00785,book
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials,0.00784,book
ZUMZ,ZUMIEZ,Consumer Discretionary,0.00781,fcff
EU,ENCORE ENERGY,Energy,0.0078,fcff
FBLA,FB BANCORP,Financials,0.0078,book
RJET,REPUBLIC AIRWAYS HOLDINGS,Industrials,0.00779,fcff
OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,Communication,0.00776,fcff
INNV,INNOVAGE HOLDING CORP,Health Care,0.00775,fcff
TWIN,TWIN DISC INC,Industrials,0.00774,fcff
JAKK,JAKKS PACIFIC INC,Consumer Discretionary,0.00773,fcff
INR,INFINITY NATURAL RESOURCES INC CLA,Energy,0.00773,fcff
OSUR,ORASURE TECHNOLOGIES INC,Health Care,0.00772,fcff
BPRN,PRINCETON BANCORP INC,Financials,0.00763,book
PACK,RANPAK HOLDINGS CORP CLASS A,Materials,0.00761,fcff
LODE,COMSTOCK INC,Energy,0.0076,fcff
UPB,UPSTREAM BIO,Health Care,0.00755,fcff
SMRT,SMARTRENT INC CLASS A,Information Technology,0.0075,fcff
IPSC,CENTURY THERAPEUTICS,Health Care,0.00749,fcff
III,INFORMATION SERVICES GROUP INC,Information Technology,0.00743,fcff
SHAZ,SHARONAI HOLDINGS INC CLASS A,Information Technology,0.00741,fcff
PMTS,CPI CARD GROUP INC,Information Technology,0.00741,fcff
WNEB,WESTERN NEW ENGLAND BANCORP INC,Financials,0.00739,book
MFIN,MEDALLION FINANCIAL CORP,Financials,0.00737,book
AVNW,AVIAT NETWORKS INC,Information Technology,0.00736,fcff
DSP,VIANT TECHNOLOGY INC CLASS A,Information Technology,0.00734,fcff
FULC,FULCRUM THERAPEUTICS,Health Care,0.00732,fcff
AKBA,AKEBIA THERAPEUTICS INC,Health Care,0.00731,fcff
SEVN,SEVEN HILLS REALTY TRUST,Financials,0.00731,book
LMRI,LUMEXA IMAGING HOLDINGS,Health Care,0.0073,fcff
ALEC,ALECTOR,Health Care,0.0073,fcff
IMMR,IMMERSION CORP,Information Technology,0.0073,fcff
DMAC,DIAMEDICA THERAPEUTICS INC,Health Care,0.0073,fcff
MBI,MBIA INC,Financials,0.00725,book
POWW,OUTDOOR HOLDING,Consumer Discretionary,0.00724,fcff
HBB,HAMILTON BEACH BRANDS HOLDING COMP,Consumer Discretionary,0.00723,fcff
USAU,US GOLD CORP,Materials,0.00723,fcff
EIKN,EIKON THERAPEUTICS INC,Health Care,0.00721,fcff
COSO,COASTALSOUTH BANCSHARES INC,Financials,0.00721,book
EVEX,EVE HOLDING,Industrials,0.00717,fcff
REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials,0.00717,book
CDZI,CADIZ INC,Utilities,0.00715,fcff
