ticker,name,sector,weight_pct,method
VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,0.0071,book
VEL,VELOCITY FINANCIAL INC,Financials,0.0071,book
WBTN,WEBTOON ENTERTAINMENT INC,Communication,0.00709,fcff
LOVE,LOVESAC COMPANY,Consumer Discretionary,0.00706,fcff
MRBK,MERIDIAN CORP,Financials,0.007,book
PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,0.00699,book
ALCO,ALICO INC,Consumer Staples,0.00698,fcff
SKYH,SKY HARBOUR GROUP CLASS A,Industrials,0.00692,fcff
BKTI,BK TECHNOLOGIES CORP,Information Technology,0.00692,fcff
CZWI,CITIZENS COMMUNITY BANCORP INC,Financials,0.00691,book
INBK,FIRST INTERNET BANCORP,Financials,0.00688,book
ASUR,ASURE SOFTWARE INC,Industrials,0.00687,fcff
LEGH,LEGACY HOUSING CORP,Consumer Discretionary,0.00687,fcff
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,0.00687,fcff
SI,SHOULDER INNOVATIONS,Health Care,0.00686,fcff
RELL,RICHARDSON ELECTRONICS LTD,Information Technology,0.00685,fcff
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Staples,0.00682,fcff
PDYN,PALLADYNE AI CORP,Industrials,0.00679,fcff
WYFI,WHITEFIBER INC,Information Technology,0.00679,fcff
PCYO,PURE CYCLE CORP,Utilities,0.00678,fcff
GOGO,GOGO,Communication,0.00675,fcff
KWY,KINGSWAY CORP,Financials,0.00674,book
TSSI,TSS INC,Information Technology,0.00671,fcff
LMNR,LIMONEIRA,Consumer Staples,0.0067,fcff
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,Financials,0.00666,book
TG,TREDEGAR CORP,Materials,0.00666,fcff
AREC,AMERICAN RESOURCES CORP CLASS A,Energy,0.00665,fcff
TLSI,TRISALUS LF SC CM A,Health Care,0.00661,fcff
FHTX,FOGHORN THERAPEUTICS,Health Care,0.00659,fcff
SPOK,SPOK HOLDINGS INC,Communication,0.00659,fcff
TRDA,ENTRADA THERAPEUTICS,Health Care,0.00658,fcff
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE T,Real Estate,0.00654,none
OFRM,ONCE UPON A FARM PBC,Consumer Staples,0.00653,fcff
CD,CHAINCE DIGITAL HOLDINGS INC,Financials,0.00652,book
TNXP,TONIX PHARMACEUTICALS HOLDING,Health Care,0.00649,fcff
ASLE,AERSALE CORP,Industrials,0.00645,fcff
INFU,INFUSYSTEM HOLDINGS INC,Health Care,0.00644,fcff
FCAP,FIRST CAPITAL INC,Financials,0.00644,book
HDSN,HUDSON TECHNOLOGIES INC,Industrials,0.00643,fcff
KROS,KEROS THERAPEUTICS,Health Care,0.00642,fcff
SEG,SEAPORT ENTERTAINMENT GROUP INC,Real Estate,0.00639,none
OPBK,OP BANCORP,Financials,0.00638,book
TARA,PROTARA THERAPEUTICS INC,Health Care,0.00638,fcff
ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care,0.00637,fcff
VELO,VELO3D INC,Industrials,0.00637,fcff
IVVD,INVIVYD,Health Care,0.00635,fcff
BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary,0.00635,fcff
SRI,STONERIDGE INC,Consumer Discretionary,0.00631,fcff
SMHI,SEACOR MARINE HOLDINGS INC,Energy,0.0063,fcff
RNA,ATRIUM THERAPEUTICS INC,Health Care,0.0063,fcff
SSP,EW SCRIPPS CLASS A,Communication,0.00629,fcff
PPIH,PERMA PIPE INTERNATIONAL HOLDINGS,Industrials,0.00628,fcff
GSIT,GSI TECHNOLOGY INC,Information Technology,0.00626,fcff
DBI,DESIGNER BRANDS CLASS A,Consumer Discretionary,0.00626,fcff
APC,ARKO PETROLEUM CORP CLASS A,Consumer Discretionary,0.00626,fcff
TBCH,TURTLE BEACH,Information Technology,0.00626,fcff
CMT,CORE MOLDING TECHNOLOGIES INC,Materials,0.00625,fcff
PSFE,PAYSAFE LTD,Financials,0.00625,book
MITT,TPG MORTGAGE INVESTMENT TRUST INC,Financials,0.00625,book
BBCP,CONCRETE PUMPING HOLDINGS INC,Industrials,0.00625,fcff
KRO,KRONOS WORLDWIDE,Materials,0.00624,fcff
RCMT,RCM TECHNOLOGIES INC,Industrials,0.00624,fcff
ELMD,ELECTROMED INC,Health Care,0.00619,fcff
OSG,OCTAVE SPECIALTY GROUP INC,Financials,0.00618,book
HMH,HMH HOLDING INC CLASS A,Energy,0.00618,fcff
CFBK,CF BANKSHARES INC,Financials,0.00617,book
EFSI,EAGLE FINANCIAL SERVICES INC,Financials,0.00617,book
FC,FRANKLIN COVEY,Industrials,0.00616,fcff
OPFI,OPPFI INC CLASS A,Financials,0.00614,book
CV,CAPSOVISION INC,Health Care,0.00613,fcff
IRD,OPUS GENETICS INC,Health Care,0.0061,fcff
ACU,ACME UNITED CORP,Health Care,0.0061,fcff
PBFS,PIONEER BANCORP INC,Financials,0.00608,book
XPOF,XPONENTIAL FITNESS CLASS A,Consumer Discretionary,0.00608,fcff
RBBN,RIBBON COMMUNICATIONS,Information Technology,0.00607,fcff
LTRX,LANTRONIX INC,Information Technology,0.00603,fcff
EBMT,EAGLE BANCORP MONTANA INC,Financials,0.00602,book
UTMD,UTAH MEDICAL PRODUCTS INC,Health Care,0.00601,fcff
PLX,PROTALIX BIOTHERAPEUTICS INC,Health Care,0.00601,fcff
NAGE,NIAGEN BIOSCIENCE INC,Consumer Staples,0.006,fcff
HPK,HIGHPEAK ENERGY INC,Energy,0.00599,fcff
ALTI,ALTI GLOBAL INC CLASS A,Financials,0.00599,book
VYGR,VOYAGER THERAPEUTICS,Health Care,0.00597,fcff
EVGO,EVGO INC CLASS A,Consumer Discretionary,0.00596,fcff
SIDU,SIDUS SPACE INC CLASS A,Industrials,0.00593,fcff
GBFH,GBANK FINL HLDGS INC,Financials,0.00592,book
CIA,CITIZENS INC CLASS A,Financials,0.00592,book
CMRC,BIGCOMMERCE HOLDINGS SERIES,Information Technology,0.00589,fcff
NCMI,NATIONAL CINEMEDIA INC,Communication,0.00588,fcff
JRVR,JAMES RIVER GROUP HOLDINGS INC,Financials,0.00586,book
GEMI,GEMINI SPACE STATION INC CLASS A,Financials,0.00586,book
RILY,BRC GROUP HOLDINGS INC,Financials,0.00585,book
ASYS,AMTECH SYSTEMS INC,Information Technology,0.00585,fcff
VUZI,VUZIX CORP,Information Technology,0.00581,fcff
RSVR,RESERVOIR MEDIA INC,Communication,0.0058,fcff
HWBK,HAWTHORN BANCSHARES INC,Financials,0.0058,book
UIS,UNISYS,Information Technology,0.00579,fcff
ZNTL,ZENTALIS PHARMACEUTICALS,Health Care,0.00576,fcff
TAYD,TAYLOR DEVICES INC,Industrials,0.0057,fcff
QUIK,QUICKLOGIC CORP,Information Technology,0.00567,fcff
OVBC,OHIO VALLEY BANC CORP,Financials,0.00566,book
LCTX,LINEAGE CELL THERAPEUTICS INC,Health Care,0.00565,fcff
ESCA,ESCALADE INC,Consumer Discretionary,0.00561,fcff
AMPY,AMPLIFY ENERGY,Energy,0.00558,fcff
CHRS,COHERUS ONCOLOGY INC,Health Care,0.00556,fcff
ZSQR,Z SQUARED INC,Health Care,0.00554,fcff
CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials,0.00553,fcff
YSS,YORK SPACE SYSTEMS INC,Industrials,0.00551,fcff
ALMU,AELUMA INC,Information Technology,0.00551,fcff
CRBP,CORBUS PHARMACEUTICALS HOLDINGS,Health Care,0.00544,fcff
AIRO,AIRO GROUP HOLDINGS INC,Industrials,0.00541,fcff
EVMN,EVOMMUNE,Health Care,0.00538,fcff
NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,0.00536,none
DTIL,PRECISION BIOSCIENCES INC,Health Care,0.00535,fcff
KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,0.00534,fcff
MNSB,MAINSTREET BANCSHARES,Financials,0.00531,book
LZM,LIFEZONE METALS LTD,Materials,0.00531,fcff
GENC,GENCOR INDUSTRIES INC,Industrials,0.0053,fcff
OBIO,ORCHESTRA BIOMED HOLDINGS INC,Health Care,0.00528,fcff
MPAA,MOTORCAR PARTS OF AMERICA INC,Consumer Discretionary,0.00525,fcff
GALT,GALECTIN THERAPEUTICS INC,Health Care,0.00523,fcff
ATOM,ATOMERA INC,Information Technology,0.00519,fcff
CMTV,COMMUNITY BANCORP VT,Financials,0.00512,book
NC,NACCO INDUSTRIES INC CLASS A,Energy,0.00512,fcff
SPRB,SPRUCE BIOSCIENCES,Health Care,0.00511,fcff
SITC,SITE CENTERS,Real Estate,0.0051,none
SSTK,SHUTTERSTOCK,Communication,0.00509,fcff
BRT,BRT APARTMENTS CORP,Real Estate,0.00509,none
PXED,PHOENIX EDUCATION PARTNERS,Consumer Discretionary,0.00509,fcff
ESOA,ENERGY SERVICES OF AMERICA CORP,Energy,0.00506,fcff
NREF,NEXPOINT REAL ESTATE FINANCE,Financials,0.00504,book
USNA,USANA HEALTH SCIENCES INC,Consumer Staples,0.00497,fcff
AOMR,ANGEL OAK MORTGAGE REIT,Financials,0.00496,book
INSE,INSPIRED ENTERTAINMENT INC,Consumer Discretionary,0.00495,fcff
BRCB,BLACK ROCK COFFEE BAR CLASS A,Consumer Discretionary,0.00494,fcff
ELMT,ELMET GROUP,Industrials,0.00493,fcff
ACTG,ACACIA RESEARCH,Financials,0.00491,book
SRZN,SURROZEN,Health Care,0.0049,fcff
SABS,SAB BIOTHERAPEUTICS INC,Health Care,0.00489,fcff
DOMO,DOMO INC CLASS B,Information Technology,0.00483,fcff
MVST,MICROVAST HOLDINGS,Industrials,0.00481,fcff
CMTG,CLAROS MORTGAGE TRUST INC,Financials,0.0048,book
ADV,ADVANTAGE SOLUTIONS CLASS A,Communication,0.00478,fcff
AIRJ,AIRJOULE TECHNOLOGIES CLASS A,Industrials,0.00476,fcff
JILL,J JILL INC,Consumer Discretionary,0.00468,fcff
BCBP,BCB BANCORP INC,Financials,0.00466,book
ANGI,ANGI INC CLASS A,Communication,0.00466,fcff
BVFL,BV FINANCIAL INC,Financials,0.00465,book
ACDC,PROFRAC HOLDING CLASS A,Energy,0.00464,fcff
LARK,LANDMARK BANCORP INC,Financials,0.00462,book
SND,SMART SAND INC,Energy,0.00461,fcff
LWAY,LIFEWAY FOODS INC,Consumer Staples,0.00461,fcff
CRBU,CARIBOU BIOSCIENCES,Health Care,0.00455,fcff
KRRO,KORRO BIO,Health Care,0.00454,fcff
KRMD,KORU MEDICAL SYSTEMS INC,Health Care,0.00451,fcff
KLTR,KALTURA INC,Information Technology,0.0045,fcff
DOUG,DOUGLAS ELLIMAN INC,Real Estate,0.0045,none
RGCO,RGC RESOURCES INC,Utilities,0.00447,fcff
CDXS,CODEXIS,Health Care,0.00445,fcff
CBFV,CB FINANCIAL SERVICES INC,Financials,0.00444,book
SNFCA,SECURITY NATIONAL FINANCIAL CORP C,Financials,0.00443,book
XZO,EXZEO GROUP INC,Financials,0.00443,book
PRLD,PRELUDE THERAPEUTICS,Health Care,0.00441,fcff
CARL,CARLSMED,Health Care,0.0044,fcff
FF,FUTUREFUEL CORP,Energy,0.00438,fcff
PLTK,PLAYTIKA HOLDING CORP,Communication,0.00435,fcff
INGN,INOGEN,Health Care,0.00434,fcff
LUCD,LUCID DIAGNOSTICS INC,Health Care,0.00433,fcff
ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,0.0043,fcff
NMRA,NEUMORA THERAPEUTICS INC,Health Care,0.00426,fcff
SIGA,SIGA TECHNOLOGIES INC,Health Care,0.00425,fcff
PNRG,PRIMEENERGY RESOURCES CORP,Energy,0.00425,fcff
CABO,CABLE ONE INC,Communication,0.00423,fcff
SGC,SUPERIOR GROUP OF COMPANIES INC,Consumer Discretionary,0.0042,fcff
EVCM,EVERCOMMERCE INC,Information Technology,0.0042,fcff
AP,AMPCO PITTSBURGH CORP,Materials,0.00418,fcff
WHWK,WHITEHAWK THERAPEUTICS,Health Care,0.00415,fcff
ONEW,ONEWATER MARINE CLASS A INC,Consumer Discretionary,0.00413,fcff
MPLT,MAPLIGHT THERAPEUTICS,Health Care,0.00413,fcff
SLNH,SOLUNA HOLDINGS INC,Information Technology,0.00413,fcff
ANTX,AN2 THERAPEUTICS INC,Health Care,0.00412,fcff
SRBK,SR BANCORP INC,Financials,0.00411,book
PDEX,PRO DEX INC,Health Care,0.0041,fcff
SES,SES AI CLASS A,Industrials,0.00408,fcff
LFCR,LIFECORE BIOMEDICAL,Health Care,0.00406,fcff
WHG,WESTWOOD HOLDINGS GROUP INC,Financials,0.00405,book
LYEL,LYELL IMMUNOPHARMA,Health Care,0.00404,fcff
ONL,ORION PROPERTIES,Real Estate,0.00402,none
CHPT,CHARGEPOINT HOLDINGS INC CLASS A,Industrials,0.00401,fcff
LFMD,LIFEMD INC,Health Care,0.00401,fcff
LAW,CS DISCO,Information Technology,0.00399,fcff
EGAN,EGAIN CORP,Information Technology,0.00399,fcff
RNAC,CARTESIAN THERAPEUTICS,Health Care,0.00398,fcff
UNCY,UNICYCIVE THERAPEUTICS INC,Health Care,0.00397,fcff
PAL,PROFICIENT AUTO LOGISTICS INC,Industrials,0.00395,fcff
ORMP,ORAMED PHARMACEUTICALS INC,Health Care,0.00391,fcff
SWMR,SWARMER INC,Industrials,0.00389,fcff
RMBI,RICHMOND MUTUAL BANCORPORATION INC,Financials,0.00388,book
NKTX,NKARTA,Health Care,0.00387,fcff
NERV,MINERVA NEUROSCIENCES INC,Health Care,0.00386,fcff
PROK,PROKIDNEY CORP CLASS A,Health Care,0.00386,fcff
ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,0.00385,fcff
ORGO,ORGANOGENESIS HOLDINGS CLASS A,Health Care,0.00384,fcff
INTT,INTEST CORP,Information Technology,0.00382,fcff
ADCT,ADC THERAPEUTICS SA,Health Care,0.00382,fcff
FINW,FINWISE BANCORP,Financials,0.00381,book
BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,0.0038,none
CURI,CURIOSITYSTREAM INC CLASS A,Communication,0.00376,fcff
TTGT,TECHTARGET INC,Communication,0.00374,fcff
CXDO,CREXENDO INC,Information Technology,0.00374,fcff
MDWD,MEDIWOUND LTD,Health Care,0.00373,fcff
ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials,0.00373,fcff
LE,LAND END,Consumer Discretionary,0.00373,fcff
ABOS,ACUMEN PHARMACEUTICALS INC,Health Care,0.00371,fcff
BETR,BETTER HOME FINANCE HOLDING CLASS,Financials,0.00366,book
MNTK,MONTAUK RENEWABLES INC,Utilities,0.00366,fcff
LDI,LOANDEPOT INC CLASS A,Financials,0.00365,book
EAF,GRAFTECH INTERNATIONAL LTD,Industrials,0.00363,fcff
QTRX,QUANTERIX,Health Care,0.00363,fcff
HNVR,HANOVER BANCORP INC,Financials,0.00362,book
MLP,MAUI LAND AND PINEAPPLE INC,Real Estate,0.00356,none
SION,SIONNA THERAPEUTICS,Health Care,0.00348,fcff
GLSI,GREENWICH LIFESCIENCES INC,Health Care,0.00347,fcff
NODK,NI HOLDINGS INC,Financials,0.00345,book
CVGI,COMMERCIAL VEHICLE GROUP INC,Industrials,0.00345,fcff
EPM,EVOLUTION PETROLEUM CORP,Energy,0.00344,fcff
TRON,TRON INC,Consumer Discretionary,0.00338,fcff
LENZ,LENZ THERAPEUTICS,Health Care,0.00337,fcff
STRW,STRAWBERRY FIELDS REIT INC,Real Estate,0.00334,none
GLIBA,LIBERTY CAPITAL SERIES A,Communication,0.00331,fcff
BDTX,BLACK DIAMOND THERAPEUTICS INC,Health Care,0.0033,fcff
FJET,STARFIGHTERS SPACE INC,Industrials,0.00327,fcff
SAMG,SILVERCREST ASSET MANAGEMENT GROUP,Financials,0.00324,book
AMTX,AEMETIS INC,Energy,0.00323,fcff
RAIL,FREIGHTCAR AMERICA INC,Industrials,0.00321,fcff
GYRE,GYRE THERAPEUTICS,Health Care,0.00318,fcff
SMTI,SANARA MEDTECH INC,Health Care,0.00316,fcff
TRAK,REPOSITRAK INC,Information Technology,0.00311,fcff
BALY,BALLY S,Consumer Discretionary,0.00308,fcff
FOA,FINANCE OF AMERICA COMPANIES INC C,Financials,0.00304,book
CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,0.00299,book
ELA,ENVELA CORP,Consumer Discretionary,0.00298,fcff
CNTN,CANTON STRATEGIC HOLDINGS INC,Health Care,0.00296,fcff
KVHI,KVH INDUSTRIES INC,Information Technology,0.00291,fcff
LCUT,LIFETIME BRANDS INC,Consumer Discretionary,0.0029,fcff
STXS,STEREOTAXIS INC,Health Care,0.0029,fcff
ECBK,ECB BANCORP INC,Financials,0.00288,book
ACH,ACCENDRA HEALTH,Health Care,0.00285,fcff
DMRC,DIGIMARC,Information Technology,0.00282,fcff
GWRS,GLOBAL WATER RESOURCES INC,Utilities,0.00281,fcff
CPSS,CONSUMER PORTFOLIO SERVICES INC,Financials,0.00281,book
BHA,BIGLARI HOLDINGS INC CLASS A,Consumer Discretionary,0.0028,fcff
OFLX,OMEGA FLEX INC,Industrials,0.00277,fcff
SVCO,SILVACO GROUP INC,Information Technology,0.00277,fcff
DIBS,1STDIBS COM INC,Consumer Discretionary,0.00275,fcff
RFIL,RF INDUSTRIES LTD,Information Technology,0.00273,fcff
KLC,KINDERCARE LEARNING COMPANIES INC,Consumer Discretionary,0.00268,fcff
TKNO,ALPHA TEKNOVA,Health Care,0.00267,fcff
OKUR,ONKURE THERAPEUTICS INC CLASS A,Health Care,0.00264,fcff
VENU,VENU HOLDING CORP,Consumer Discretionary,0.00256,fcff
CAMP,CAMP4 THERAPEUTICS CORP,Health Care,0.00256,fcff
EPSN,EPSILON ENERGY LTD,Energy,0.00255,fcff
EVI,EVI INDUSTRIES INC,Industrials,0.00254,fcff
GPRO,GOPRO INC CLASS A,Consumer Discretionary,0.00249,fcff
CURV,TORRID HOLDINGS INC,Consumer Discretionary,0.00244,fcff
FLWS,1-800 FLOWERS.COM CLASS A,Consumer Discretionary,0.00242,fcff
ACR,ACRES COMMERCIAL REALTY,Financials,0.00239,book
BRCC,BRC INC CLASS A,Consumer Staples,0.00238,fcff
NPWR,NET POWER CLASS A,Industrials,0.00237,fcff
RBKB,RHINEBECK BANCORP INC,Financials,0.00236,book
VERI,VERITONE INC,Information Technology,0.00235,fcff
INV,INNVENTURE INC,Financials,0.00229,book
SMID,SMITH MIDLAND CORP,Materials,0.0022,fcff
TCX,TUCOWS INC,Information Technology,0.0022,fcff
PAMT,PAMT CORP,Industrials,0.00213,fcff
ZENA,ZENATECH INC,Information Technology,0.00213,fcff
THRY,THRYV HOLDINGS INC,Information Technology,0.00209,fcff
BNAI,BRAND ENGAGEMENT NETWORK INC,Information Technology,0.00209,fcff
HQI,HIREQUEST INC,Industrials,0.00203,fcff
OPTX,SYNTEC OPTICS HOLDINGS INC CLASS A,Information Technology,0.002,fcff
RDNW,RIDENOW GROUP INC CLASS B,Consumer Discretionary,0.00195,fcff
VHI,VALHI INC,Materials,0.00192,fcff
ARTV,ARTIVA BIOTHERAPEUTICS INC,Health Care,0.00191,fcff
INH,INHIBRX INC CVR,Health Care,0.00189,fcff
WATT,ENERGOUS CORP,Industrials,0.00188,fcff
SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,0.00188,fcff
INSG,INSEEGO,Information Technology,0.0018,fcff
AIRS,AIRSCULPT TECHNOLOGIES INC,Health Care,0.00175,fcff
PLBY,PLAYBOY INC,Consumer Discretionary,0.00172,fcff
HYPR,HYPERFINE CLASS A,Health Care,0.00172,fcff
TENX,TENAX THERAPEUTICS INC,Health Care,0.00171,fcff
RDZN,ROADZEN INC,Information Technology,0.00166,fcff
BZAI,BLAIZE HOLDINGS INC,Information Technology,0.00163,fcff
PPHC,PUBLIC POLICY HOLDING INC,Industrials,0.00157,fcff
MKTW,MARKETWISE INC CLASS A,Financials,0.00156,book
NL,NLI HOLDINGS INC,Industrials,0.00155,fcff
CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,0.00154,fcff
OPAL,OPAL FUELS CLASS A,Energy,0.00152,fcff
IDN,INTELLICHECK INC,Information Technology,0.0015,fcff
HRTX,HERON THERAPEUTICS INC,Health Care,0.00147,fcff
TCI,TRANSCONTINENTAL REALTY INVESTORS,Real Estate,0.00145,none
SBMT,SILVER BOW MINING CORP,Materials,0.0014,fcff
AKE,AKERO THERAPEUTICS CVR,Health Care,0.00139,fcff
CHCI,COMSTOCK HOLDING COMPANIES INC CLA,Real Estate,0.00135,none
CVRX,CVRX,Health Care,0.00134,fcff
ARMP,ARMATA PHARMACEUTICALS,Health Care,0.0013,fcff
TYGO,TIGO ENERGY,Industrials,0.00126,fcff
VALU,VALUE LINE INC,Financials,0.00126,book
LEE,LEE ENTERPRISES INC,Communication,0.00118,fcff
NAUT,NAUTILUS BIOTECHNOLGY,Health Care,0.00116,fcff
VATE,INNOVATE CORP,Industrials,0.00115,fcff
KPTI,KARYOPHARM THERAPEUTICS,Health Care,0.00112,fcff
ELTX,ELICIO THERAPEUTICS INC,Health Care,0.00111,fcff
TOYO,TOYO LTD,Information Technology,0.00111,fcff
RENT,RENT THE RUNWAY CLASS A,Consumer Discretionary,0.00111,fcff
USGO,US GOLDMINING INC,Materials,0.0011,fcff
CNTX,CONTEXT THERAPEUTICS INC,Health Care,0.00109,fcff
CNTB,CONNECT BIOPHARMA HOLDINGS LTD,Health Care,0.00105,fcff
FGBI,FIRST GUARANTY BANCSHARES INC,Financials,0.00103,book
AFRI,FORAFRIC GLOBAL PLC,Consumer Staples,0.00098,fcff
LVWR,LIVEWIRE GROUP,Consumer Discretionary,0.00087,fcff
METCB,RAMACO RESOURCES CLASS B,Materials,0.00081,fcff
UP,WHEELS UP EXPERIENCE CLASS A,Industrials,0.00076,fcff
FLYX,FLYEXCLUSIVE INC CLASS A,Industrials,0.0006,fcff
SGI,SOMNIGROUP INTERNATIONAL,Consumer Discretionary,0.00054,fcff
ARL,AMERICAN REALTY INVESTORS INC,Real Estate,0.00054,none
ADRO,CHINOOK THERAPEUTICS INC,Health Care,0.00028,fcff
TSEOQ,TRINSEO PLC,Materials,1e-05,fcff
PDLI,PDL BIOPHARMA INC,Health Care,0.0,fcff
GTXI,GTXI INC - CVR,Health Care,0.0,fcff
SBT,STERLING BANCORP INC,Financials,0.0,book
THRD,THIRD HARMONIC BIO INC,Health Care,0.0,fcff
